ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Free_Amide_Ratio,Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Kier_index,InchiKey
MC-0085,5,Erythromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.53,10^-6 cm/s,Papp AB,-6.27572413,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,14,0,0,0,C1CCCCCCOCCCCCC1,CC1CCCC(OC2C(C)C(OCCC(C)(O)CO)C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C(C)CC2(C)O)O1,0.0,0.0,3,0,1.786,733.937,14,5,51,37,0.946,193.91,7,14.712,ULGZDMOVFRHVEP-RWJQBGPGSA-N
MC-0086,clarithromycin ,Clarithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O ,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,3.3 ± 0.9,nm/s,Papp AB,-6.481,Log Papp AB,MDCK,Papp AB Without P-gp inhibitor,https://hrcak.srce.hr/62210,Journals,https://hrcak.srce.hr/62210,"(Nožinić et al., 2010)",2010,14,0,0,0,C1CCCCCCOCCCCCC1,CC1CCCC(OC2C(C)C(OCCC(C)(O)CO)C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C(C)CC2(C)O)O1,0.0,0.0,3,0,2.44,747.964,14,4,52,38,0.947,182.91,8,15.313,AGOYDEPGAOXOCK-KCBOHYOISA-N
MC-0087,roxithromycin ,Roxithromycin ,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,3.7 ± 0.4,nm/s,Papp AB,-6.432,Log Papp AB,MDCK,Papp AB Without P-gp inhibitor,https://hrcak.srce.hr/62210,Journals,https://hrcak.srce.hr/62210,"(Nožinić et al., 2010)",2010,14,0,0,0,C1CCCCCCOCCCCCC1,CC1CC(C)C(O)C(C)C(C)OC(=O)C(C)C(OCCC(C)(O)CO)C(C)C(OC2CCCC(C)O2)C(C)(O)C1,0.0,0.0,3,0,2.21,837.058,17,5,58,41,0.951,216.89,13,18.801,RXZBMPWDPOLZGW-XMRMVWPWSA-N
MC-0088,azithromycin ,Azithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O  ,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,25.9 ± 4.3,nm/s,Papp AB,-5.587,Log Papp AB,MDCK,Papp AB Without P-gp inhibitor,https://hrcak.srce.hr/62210,Journals,https://hrcak.srce.hr/62210,"(Nožinić et al., 2010)",2010,15,0,0,0,C1CCCCNCCCCOCCCC1,CC1CN(C)C(C)C(O)C(C)C(C)OC(=O)C(C)C(OCCC(C)(O)CO)C(C)C(OC2CCCC(C)O2)C(C)(O)C1,0.0,0.0,3,0,1.901,748.996,14,5,52,38,0.974,180.08,7,15.575,MQTOSJVFKKJCRP-BICOPXKESA-N
MC-0089,Telithromycin,Telithromycin,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,4.7 ± 0.8,nm/s,Papp AB,-6.328,Log Papp AB,MDCK,Papp AB Without P-gp inhibitor,https://hrcak.srce.hr/62210,Journals,https://hrcak.srce.hr/62210,"(Nožinić et al., 2010)",2010,14,0,0,0,C1CCCCCCOCCCCCC1,CC1CCCC(OC2C(C)C(=O)C(C)C(=O)OC(C)C(OC=O)CC(C)C(=O)C(C)CC2(C)O)O1,0.0,0.0,5,2,4.929,812.018,14,1,58,43,0.721,171.85,11,14.583,LJVAJPDWBABPEJ-PNUFFHFMSA-N
MC-0101,1,Amphotericin A,O[C@H]1[C@H](N)[C@H](O)[C@H](O[C@H]2/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@@H]([C@@H](O)[C@H]([C@@H](OC(C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]3(O)C[C@H](O)[C@H]([C@@H](O3)C2)C(O)=O)=O)C)C)C)O[C@@H]1C,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,0.1,10^-6 cm/s,Papp AB,-7,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,36,0,0,0,C1=CC=CCCC=CC=CCCCCOCCCCCCCCCCCCCOCCCC=CC=C1,CC1CC(O)C(C)C=CC=CCCC=CC=CC=CC=CC(OC2CCC(O)C(C)O2)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)O1)CC(O)C2C,0.0,0.0,3,0,0.9357,926.107,17,12,65,47,0.70212766,319.61,3,23.8293706,QGGFZZLFKABGNL-MOISJGEISA-N
MC-0102,2,    ,O=C1[C@@H]2N(C([C@@H](NC([C@@H](COC([C@H](N(C([C@@H]([C@@H](SC2)SC)N(C)C([C@H](C)NC([C@H](COC([C@@H](C(C)C)N1C)=O)NC(Cc3cc4c(nccn4)cc3)=O)=O)=O)=O)C)C(C)C)=O)NC(c5nc6ccccc6nc5)=O)=O)C)=O)C,CS[C@@H]1SC[C@@H]2C(=O)N(C)[C@H](C(C)C)C(=O)OC[C@H](NC(=O)Cc3ccc4nccnc4c3)C(=O)N[C@@H](C)C(=O)N(C)[C@H]1C(=O)N(C)[C@H](C(C)C)C(=O)OC[C@@H](NC(=O)c1cnc3ccccc3n1)C(=O)N[C@@H](C)C(=O)N2C,0.37,10^-6 cm/s,Papp AB,-6.431798276,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,17,1,2,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCOC(=O)C(C)N(C)C(=O)CCSC(S)C(C=O)N(C)C1=O,0.176,0.529,6,4,0.5642,1115.306,18,4,78,52,0.5,301.8,8,20.10722861,ZHBOJLVEDXGKJV-WZESCKCNSA-N
MC-0104,7,Nocardamine,O=C1CCC(=O)NCCCCCN(C(CCC(=O)NCCCCCN(C(CCC(NCCCCCN1O)=O)=O)O)=O)O,O=C1CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN1,0.66,10^-6 cm/s,Papp AB,-6.18,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,33,3,1,4,C1CCNCCCCNCCCCCNCCCCNCCCCCNCCCCNCC1,O=C1CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN1,0.273,0.363,1,0,0.854,600.714,9,6,42,27,0.778,208.92,0,19.515,NHKCCADZVLTPPO-UHFFFAOYSA-N
MC-0104,7,Nocardamine,O=C1CCC(=O)NCCCCCN(C(CCC(=O)NCCCCCN(C(CCC(NCCCCCN1O)=O)=O)O)=O)O,O=C1CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN1,0.66,10^-6 cm/s,Papp AB,-6.180456064,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,33,3,1,4,C1CCNCCCCNCCCCCNCCCCNCCCCCNCCCCNCC1,O=C1CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN1,0.273,0.364,1,0,0.8535,600.714,9,6,42,27,0.777777778,208.92,0,19.51457807,NHKCCADZVLTPPO-UHFFFAOYSA-N
MC-0105,8,Relomycin,O[C@H]1[C@H](C)O[C@H](C[C@@]1(C)O)O[C@@H]2[C@@H](C)O[C@H]([C@@H]([C@H]2N(C)C)O)O[C@@H]3[C@@H](C)[C@@H](CC(O[C@H](CC)[C@H](/C=C(C)/C=C/C([C@H](C)C[C@@H]3CCO)=O)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](C)O4)O)OC)OC)=O)O,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CCO)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,0.96,10^-6 cm/s,Papp AB,-6.017728767,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CC1CC=CC=CC(=O)C(C)CC(C)C(OC2CCC(OCCC(C)(O)CO)C(C)O2)C(C)C(O)CC(=O)O1,0.0,0.0,4,0,1.6269,918.128,18,6,64,46,0.869565217,241.83,13,20.7795624,QDAVFUSCCPXZTE-VMXQISHHSA-N
MC-0106,14,    ,O=C1[C@H](C(C)C)N(C)C([C@@H](C(C)C)OC([C@H](C(C)C)N(C)C[C@@H](C(C)C)OC([C@H]([C@@H](CC)C)N(C)C([C@@H](CC(C)C)O1)=O)=O)=O)=O,CC[C@@H](C)[C@H]1C(=O)O[C@H](C(C)C)CN(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](CC(C)C)C(=O)N1C,2.1,10^-6 cm/s,Papp AB,-5.677780705,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,18,1,1,2,C1COCCNCCOCCNCCOCCN1,CC1CN(C)C(C)C(=O)OC(C)C(=O)N(C)C(C)C(=O)OC(C)C(=O)NC(C)C(=O)O1,0.167,0.333,1,0,4.406,653.902,9,0,46,35,0.857142857,122.76,8,16.18634614,QVCXKPMUMFWKRE-WKMISYDHSA-N
MC-0106,14,    ,O=C1[C@H](C(C)C)N(C)C([C@@H](C(C)C)OC([C@H](C(C)C)N(C)C[C@@H](C(C)C)OC([C@H]([C@@H](CC)C)N(C)C([C@@H](CC(C)C)O1)=O)=O)=O)=O,CC[C@@H](C)[C@H]1C(=O)O[C@H](C(C)C)CN(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](CC(C)C)C(=O)N1C,2.1,10^-6 cm/s,Papp AB,-5.678,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,18,1,1,2,C1COCCNCCOCCNCCOCCN1,CC1CN(C)C(C)C(=O)OC(C)C(=O)N(C)C(C)C(=O)OC(C)C(=O)NC(C)C(=O)O1,0.167,0.333,1,0,4.406,653.902,9,0,46,35,0.857,122.76,8,16.186,QVCXKPMUMFWKRE-WKMISYDHSA-N
MC-0108,19,Pikromycin,O=C1/C=C/[C@@](O)(C)[C@@H](CC)OC([C@H](C)C([C@H](C)[C@H]([C@H](C[C@H]1C)C)O[C@H]2[C@@H]([C@H](C[C@@H](C)O2)N(C)C)O)=O)=O,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@]1(C)O,4.39,10^-6 cm/s,Papp AB,-5.35753548,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,14,0,0,0,C1=CCCOCCCCCCCCC1,CC1CCCC(OC2C(C)CC(C)C(=O)C=CC(C)C(C)OC(=O)C(C)C(=O)C2C)O1,0.0,0.0,2,0,2.5129,525.683,9,2,37,28,0.821428571,122.6,4,11.03447481,UZQBOFAUUTZOQE-VSLWXVDYSA-N
MC-0110,24,Terpestacin,O=C1C(=C([C@@H]2[C@@]1(C/C=C(\C)/CC/C=C(\C)/CC[C@@H](/C(=C/C2)/C)O)C)[C@@H](CO)C)O,C/C1=C\C[C@]2(C)C(=O)C(O)=C([C@H](C)CO)[C@H]2C/C=C(\C)[C@@H](O)CC/C(C)=C/CC1,11.65,10^-6 cm/s,Papp AB,-4.933674075,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,15,0,0,0,C1=CCCCC=CCCCCC=CCC1,CC1=CCC2(C)C(=O)C=C(C)C2CC=C(C)C(O)CCC=CCC1,0.0,0.0,2,0,5.1861,402.575,4,3,29,25,0.64,77.76,2,8.068633044,UTGBBPSEQPITLF-IXRUDUFRSA-N
MC-0110,24,Terpestacin,O=C1C(=C([C@@H]2[C@@]1(C/C=C(\C)/CC/C=C(\C)/CC[C@@H](/C(=C/C2)/C)O)C)[C@@H](CO)C)O,C/C1=C\C[C@]2(C)C(=O)C(O)=C([C@H](C)CO)[C@H]2C/C=C(\C)[C@@H](O)CC/C(C)=C/CC1,11.65,10^-6 cm/s,Papp AB,-4.934,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,15,0,0,0,C1=CCCCC=CCCCCC=CCC1,CC1=CCC2(C)C(=O)C=C(C)C2CC=C(C)C(O)CCC=CCC1,0.0,0.0,2,0,5.186,402.575,4,3,29,25,0.64,77.76,2,8.069,UTGBBPSEQPITLF-IXRUDUFRSA-N
MC-0111,25,alpha-Zearalenol ,Oc1cc(cc2/C=C/CCC[C@H](CCC[C@H](C)OC(c21)=O)O)O,C[C@H]1CCC[C@H](O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,15.06,10^-6 cm/s,Papp AB,-4.822,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,14,0,0,0,C1=CCCCOCCCCCCCC1,CC1CCCC(O)CCCC=Cc2ccccc2C(=O)O1,0.0,0.0,2,1,3.371,320.385,5,3,23,18,0.5,86.99,0,6.045,FPQFYIAXQDXNOR-QDKLYSGJSA-N
MC-0111,25,alpha-Zearalenol ,Oc1cc(cc2/C=C/CCC[C@H](CCC[C@H](C)OC(c21)=O)O)O,C[C@H]1CCC[C@H](O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,15.06,10^-6 cm/s,Papp AB,-4.822175028,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,14,0,0,0,C1=CCCCOCCCCCCCC1,CC1CCCC(O)CCCC=Cc2ccccc2C(=O)O1,0.0,0.0,2,1,3.3714,320.385,5,3,23,18,0.5,86.99,0,6.044627243,FPQFYIAXQDXNOR-QDKLYSGJSA-N
MC-0112,26,    ,COc1cc(/C=C/CCCC(CCC[C@@H](OC2=O)C)=O)c2c(O)c1,COc1cc(O)c2c(c1)/C=C/CCCC(=O)CCC[C@H](C)OC2=O,15.08,10^-6 cm/s,Papp AB,-4.821598658,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,14,0,0,0,C1=CCCCOCCCCCCCC1,CC1CCCC(=O)CCCC=Cc2cc(O)ccc2C(=O)O1,0.0,0.0,2,1,3.8826,332.396,5,1,24,19,0.473684211,72.83,1,6.408605165,NHYIYGXXMFLTMR-GBVBUYCNSA-N
MC-0113,27,    ,O=C1[C@@H](C(C)C)OC([C@H]([C@@H](CC)C)N(C)C([C@@H](C(C)C)OC([C@H](C(C)C)N(C)C([C@@H](C(C)C)OC([C@H](C(C)C)N1C)=O)=O)=O)=O)=O,CC[C@@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,16.36,10^-6 cm/s,Papp AB,-4.786,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,18,1,2,3,C1COCCNCCOCCNCCOCCN1,CC1NC(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC1=O,0.167,0.5,1,0,3.543,653.858,9,0,46,34,0.824,139.83,7,15.191,UQCSETXJXJTMKO-NLABLYSUSA-N
MC-0113,27,    ,O=C1[C@@H](C(C)C)OC([C@H]([C@@H](CC)C)N(C)C([C@@H](C(C)C)OC([C@H](C(C)C)N(C)C([C@@H](C(C)C)OC([C@H](C(C)C)N1C)=O)=O)=O)=O)=O,CC[C@@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,16.36,10^-6 cm/s,Papp AB,-4.786216701,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,18,1,2,3,C1COCCNCCOCCNCCOCCN1,CC1NC(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC1=O,0.167,0.5,1,0,3.5425,653.858,9,0,46,34,0.823529412,139.83,7,15.19077712,UQCSETXJXJTMKO-NLABLYSUSA-N
MC-0114,30,Dehydrocurvularin,O=C1Cc2cc(cc(c2C(/C=C/CCC[C@H](C)O1)=O)O)O,C[C@H]1CCC/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1,22.12,10^-6 cm/s,Papp AB,-4.655,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,12,0,0,0,C1=CCCCCOCCCCC1,CC1CCCC=CC(=O)c2c(O)cc(O)cc2CC(=O)O1,0.0,0.0,2,1,2.495,290.315,5,2,21,16,0.375,83.83,0,4.625,AVIRMQMUBGNCKS-RWCYGVJQSA-N
MC-0114,30,Dehydrocurvularin,O=C1Cc2cc(cc(c2C(/C=C/CCC[C@H](C)O1)=O)O)O,C[C@H]1CCC/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1,22.12,10^-6 cm/s,Papp AB,-4.655214877,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,12,0,0,0,C1=CCCCCOCCCCC1,CC1CCCC=CC(=O)c2c(O)cc(O)cc2CC(=O)O1,0.0,0.0,2,1,2.4948,290.315,5,2,21,16,0.375,83.83,0,4.624694644,AVIRMQMUBGNCKS-RWCYGVJQSA-N
MC-0115,32,    ,C[C@H]1CCC[C@@H]2O[C@@H]2C(c3c(CC(O1)=O)cc(O)cc3O)=O,C[C@H]1CCC[C@@H]2O[C@@H]2C(=O)c2c(O)cc(O)cc2CC(=O)O1,24.05,10^-6 cm/s,Papp AB,-4.618884919,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,12,0,0,0,C1CCCCCOCCCCC1,CC1CCCC2OC2C(=O)c2c(O)cc(O)cc2CC(=O)O1,0.0,0.0,3,1,1.706,306.314,6,2,22,16,0.5,96.36,0,3.781858778,BVDHPBILFRQGEC-WLTZMBQTSA-N
MC-0116,34,    ,O=C1Cc2cc(cc(c2C(CCCCC[C@@H](C)O1)=O)O)O,C[C@@H]1CCCCCC(=O)c2c(O)cc(O)cc2CC(=O)O1,32.25,10^-6 cm/s,Papp AB,-4.491,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,12,0,0,0,C1CCCCCOCCCCC1,CC1CCCCCC(=O)c2c(O)cc(O)cc2CC(=O)O1,0.0,0.0,2,1,2.719,292.331,5,2,21,16,0.5,83.83,0,4.831,VDUIGYAPSXCJFC-SNVBAGLBSA-N
MC-0116,34,    ,O=C1Cc2cc(cc(c2C(CCCCC[C@@H](C)O1)=O)O)O,C[C@@H]1CCCCCC(=O)c2c(O)cc(O)cc2CC(=O)O1,32.25,10^-6 cm/s,Papp AB,-4.491470281,Log Papp AB,MDCK,MDCK-LE Papp AB ,https://doi.org/10.1021/acs.jcim.6b00237,Journals,10.1021/acs.jcim.6b00237,"(Wang et al., 2016)",2016,12,0,0,0,C1CCCCCOCCCCC1,CC1CCCCCC(=O)c2c(O)cc(O)cc2CC(=O)O1,0.0,0.0,2,1,2.7188,292.331,5,2,21,16,0.5,83.83,0,4.830524877,VDUIGYAPSXCJFC-SNVBAGLBSA-N
MC-4252,CHEMBL4442116,    ,C[C@@H]1CCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2OC1,C[C@@H]1CCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2OC1,3.7,10^-6 cm/s,Papp AB,-5.432,Log Papp AB,MDCK,Apparent permeability from apical to basolateral side in MDCK-MDR1 cells,https://doi.org/10.1021/acs.jmedchem.9b01206,ChEMBL,10.1021/acs.jmedchem.9b01206,"(Himmelbauer et al., 2019)",2019,14,1,0,1,C1=NCNCCCOCCCCNC1,CC1CCN(C)Cc2cccc(n2)NC(=O)c2ccccc2OC1,0.215,0.215,4,3,3.011,349.394,6,1,26,19,0.263,81.93,0,4.348,NTCRURVPYLHKGB-CYBMUJFWSA-N
MC-4256,CHEMBL4447729,    ,O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21,O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21,6.2,10^-6 cm/s,Papp AB,-5.208,Log Papp AB,MDCK,Apparent permeability from apical to basolateral side in MDCK-MDR1 cells,https://doi.org/10.1021/acs.jmedchem.9b01206,ChEMBL,10.1021/acs.jmedchem.9b01206,"(Himmelbauer et al., 2019)",2019,15,1,0,1,C1=NCNCCCOCCCCCNC1,CN1CCCCCOc2ccccc2C(=O)Nc2cccc(n2)C1,0.2,0.2,4,3,3.155,349.394,6,1,26,19,0.263,81.93,0,4.594,LYYWIICEGIMSTN-UHFFFAOYSA-N
MC-4259,CHEMBL4456722,    ,CN(C)CCn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,CN(C)CCn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,6.1,10^-6 cm/s,Papp AB,-5.215,Log Papp AB,MDCK,Apparent permeability from apical to basolateral side in MDCK-MDR1 cells,https://doi.org/10.1021/acs.jmedchem.9b01206,ChEMBL,10.1021/acs.jmedchem.9b01206,"(Himmelbauer et al., 2019)",2019,14,1,0,1,C1=NCNCCCOCCCCNC1,C=C(C)c1ccc2c(c1)C(=O)Nc1cccc(n1)CN(C)CCCCO2,0.215,0.215,5,4,3.19,472.553,9,1,35,25,0.32,102.99,4,6.533,JGKCBXMHIQSQHJ-UHFFFAOYSA-N
