ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Free_Amide_Ratio,Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Kier_index,InchiKey
MC-4173,CHEMBL3933476,    ,CN1Cc2cc(ccc2S(=O)(=O)C2CC2)NC(=O)CCc2cccc(c2)[C@@H](Nc2ccc3c(N)ncc(F)c3c2)C1=O,CN1Cc2cc(ccc2S(=O)(=O)C2CC2)NC(=O)CCc2cccc(c2)[C@@H](Nc2ccc3c(N)ncc(F)c3c2)C1=O,120,nm/s,Papp,-4.921,Log Papp,PAMPA,Permeability of the compound at pH 7.4 by PAMPA,https://doi.org/10.1021/acsmedchemlett.6b00375,ChEMBL,10.1021/acsmedchemlett.6b00375,"(Richter et al., 2017)",2016,14,1,1,2,C1=CCCCNCCC=CNCCC1,CSc1ccc2cc1CN(C)C(=O)Cc1cccc(c1)CCC(=O)N2,0.215,0.429,6,4,4.589,587.677,7,3,42,31,0.258,134.49,4,7.055,IEUVVPGYBKEWGD-GDLZYMKVSA-N
MC-4173,CHEMBL3933476,    ,CN1Cc2cc(ccc2S(=O)(=O)C2CC2)NC(=O)CCc2cccc(c2)[C@@H](Nc2ccc3c(N)ncc(F)c3c2)C1=O,CN1Cc2cc(ccc2S(=O)(=O)C2CC2)NC(=O)CCc2cccc(c2)[C@@H](Nc2ccc3c(N)ncc(F)c3c2)C1=O,67,nm/s,Papp,-5.174,Log Papp,PAMPA,Permeability of the compound at pH 5.5 by PAMPA,https://doi.org/10.1021/acsmedchemlett.6b00375,ChEMBL,10.1021/acsmedchemlett.6b00375,"(Richter et al., 2017)",2016,14,1,1,2,C1=CCCCNCCC=CNCCC1,CSc1ccc2cc1CN(C)C(=O)Cc1cccc(c1)CCC(=O)N2,0.215,0.429,6,4,4.589,587.677,7,3,42,31,0.258,134.49,4,7.055,IEUVVPGYBKEWGD-GDLZYMKVSA-N
MC-4174,CHEMBL3935309,    ,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(OC(F)(F)F)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(OC(F)(F)F)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,230,nm/s,Papp,-4.638,Log Papp,PAMPA,Permeability coefficient of the compound at 100 uM after 4 hrs by PAMPA,https://doi.org/10.1021/acs.jmedchem.6b00469,ChEMBL,10.1021/acs.jmedchem.6b00469,"(Zhang et al., 2016)",2016,16,1,1,2,C1=CCCNCC=CCNCOCCC=C1,Cc1cc2ccc1C(C)COC(=O)Nc1ccc(O)c(c1)CN(C)C(=O)C2,0.188,0.375,6,4,6.501,593.606,7,3,43,31,0.258,118.81,3,8.029,YLICDVIPJRKVDF-XRHLQHRESA-N
MC-4176,CHEMBL3950926,    ,CN1CCc2cccc(c2)[C@@H](Nc2ccc3c(N)ncc(F)c3c2)C(=O)N(C)Cc2cc(ccc2S(=O)(=O)C2CC2)NC1=O,CN1CCc2cccc(c2)[C@@H](Nc2ccc3c(N)ncc(F)c3c2)C(=O)N(C)Cc2cc(ccc2S(=O)(=O)C2CC2)NC1=O,220,nm/s,Papp,-4.658,Log Papp,PAMPA,Permeability of the compound at pH 7.4 by PAMPA,https://doi.org/10.1021/acsmedchemlett.6b00375,ChEMBL,10.1021/acsmedchemlett.6b00375,"(Richter et al., 2017)",2016,15,1,2,3,C1=CCCNCC=CCNCNCCC1,CSc1ccc2cc1CN(C)C(=O)Cc1cccc(c1)CCN(C)C(=O)N2,0.2,0.6,6,4,4.724,616.719,7,3,44,32,0.281,137.73,4,7.62,BCCZSVOMVPSNRH-GDLZYMKVSA-N
MC-4177,CHEMBL3951940,    ,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(-c3ccnn3C)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(-c3ccnn3C)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,59,nm/s,Papp,-5.229,Log Papp,PAMPA,Permeability coefficient of the compound at 100 uM after 4 hrs by PAMPA,https://doi.org/10.1021/acs.jmedchem.6b00469,ChEMBL,10.1021/acs.jmedchem.6b00469,"(Zhang et al., 2016)",2016,16,1,1,2,C1=CCCNCC=CCNCOCCC=C1,CC=Cc1ccc2cc1CN(C)C(=O)Cc1ccc(c(C)c1)C(C)COC(=O)N2,0.188,0.375,7,5,6.003,589.7,8,3,44,34,0.235,127.4,3,7.649,RRNRMCAVLZYWDN-JCOAXYOVSA-N
MC-4179,CHEMBL3956096,    ,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CCCCC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CCCCC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,805,nm/s,Papp,-4.094,Log Papp,PAMPA,Permeability of the compound at pH 5.5 by PAMPA assay,https://doi.org/10.1016/j.bmcl.2016.08.088,ChEMBL,10.1016/j.bmcl.2016.08.088,"(Ladziata et al., 2016)",2016,16,1,1,2,C1=CCCCOCNCC=CCNCCC1,CCCC(C)c1ccc2cc1CN(C)C(=O)Cc1ccc(c(C)c1)C(C)COC(=O)N2,0.188,0.375,7,4,7.028,653.755,7,4,48,37,0.351,146.88,4,8.959,ONDHAMRPENUPCS-GHRAFVERSA-N
MC-4179,CHEMBL3956096,    ,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CCCCC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CCCCC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,80,nm/s,Papp,-5.097,Log Papp,PAMPA,Permeability of the compound at pH 7.4 by PAMPA assay,https://doi.org/10.1016/j.bmcl.2016.08.088,ChEMBL,10.1016/j.bmcl.2016.08.088,"(Ladziata et al., 2016)",2016,16,1,1,2,C1=CCCCOCNCC=CCNCCC1,CCCC(C)c1ccc2cc1CN(C)C(=O)Cc1ccc(c(C)c1)C(C)COC(=O)N2,0.188,0.375,7,4,7.028,653.755,7,4,48,37,0.351,146.88,4,8.959,ONDHAMRPENUPCS-GHRAFVERSA-N
MC-4180,CHEMBL3967204,    ,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(c4nnn[nH]4)CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(c4nnn[nH]4)CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,119,nm/s,Papp,-4.924,Log Papp,PAMPA,Permeability of the compound at pH 5.5 by PAMPA assay,https://doi.org/10.1016/j.bmcl.2016.08.088,ChEMBL,10.1016/j.bmcl.2016.08.088,"(Ladziata et al., 2016)",2016,16,1,1,2,C1=CCCCOCNCC=CCNCCC1,CCc1ccc2cc1CN(C)C(=O)Cc1ccc(c(C)c1)C(C)COC(=O)N2,0.188,0.375,8,5,5.335,635.704,9,4,47,34,0.294,164.04,4,7.455,FHJDRBBZAGYRKH-ADXZGYQBSA-N
MC-4180,CHEMBL3967204,    ,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(c4nnn[nH]4)CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(c4nnn[nH]4)CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,48,nm/s,Papp,-5.319,Log Papp,PAMPA,Permeability of the compound at pH 7.4 by PAMPA assay,https://doi.org/10.1016/j.bmcl.2016.08.088,ChEMBL,10.1016/j.bmcl.2016.08.088,"(Ladziata et al., 2016)",2016,16,1,1,2,C1=CCCCOCNCC=CCNCCC1,CCc1ccc2cc1CN(C)C(=O)Cc1ccc(c(C)c1)C(C)COC(=O)N2,0.188,0.375,8,5,5.335,635.704,9,4,47,34,0.294,164.04,4,7.455,FHJDRBBZAGYRKH-ADXZGYQBSA-N
MC-4181,CHEMBL3978562,    ,CCOP(=O)(O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,CCOP(=O)(O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,3,nm/s,Papp,-6.523,Log Papp,PAMPA,Permeability coefficient of the compound at 100 uM after 4 hrs by PAMPA,https://doi.org/10.1021/acs.jmedchem.6b00469,ChEMBL,10.1021/acs.jmedchem.6b00469,"(Zhang et al., 2016)",2016,16,1,1,2,C1=CCCNCC=CCNCOCCC=C1,CC1COC(=O)Nc2ccc(P)c(c2)CN(C)C(=O)Cc2ccc1cc2,0.188,0.375,6,4,5.45,617.643,8,4,44,32,0.281,156.11,5,8.917,RCTSRSYRSFZKIR-AFJIDDCJSA-N
MC-4182,CHEMBL3980787,    ,CCOP(=O)(OCC)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,CCOP(=O)(OCC)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,45,nm/s,Papp,-5.347,Log Papp,PAMPA,Permeability coefficient of the compound at 100 uM after 4 hrs by PAMPA,https://doi.org/10.1021/acs.jmedchem.6b00469,ChEMBL,10.1021/acs.jmedchem.6b00469,"(Zhang et al., 2016)",2016,16,1,1,2,C1=CCCNCC=CCNCOCCC=C1,CC1COC(=O)Nc2ccc(P)c(c2)CN(C)C(=O)Cc2ccc1cc2,0.188,0.375,6,4,6.494,645.697,9,3,46,34,0.324,145.11,7,9.958,YIXUXJDCYJOAHT-WKRVVKTRSA-N
MC-4183,CHEMBL3984725,    ,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CCCC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CCCC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,211,nm/s,Papp,-4.676,Log Papp,PAMPA,Permeability of the compound at pH 5.5 by PAMPA assay,https://doi.org/10.1016/j.bmcl.2016.08.088,ChEMBL,10.1016/j.bmcl.2016.08.088,"(Ladziata et al., 2016)",2016,16,1,1,2,C1=CCCNCC=CCNCOCCC=C1,CCC(C)c1ccc2cc1CN(C)C(=O)Cc1ccc(c(C)c1)C(C)COC(=O)N2,0.188,0.375,7,4,6.638,639.728,7,4,47,36,0.333,146.88,4,8.48,AFGGMWNLRYRQDA-JCOAXYOVSA-N
MC-4183,CHEMBL3984725,    ,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CCCC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CCCC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,40,nm/s,Papp,-5.398,Log Papp,PAMPA,Permeability of the compound at pH 7.4 by PAMPA assay,https://doi.org/10.1016/j.bmcl.2016.08.088,ChEMBL,10.1016/j.bmcl.2016.08.088,"(Ladziata et al., 2016)",2016,16,1,1,2,C1=CCCNCC=CCNCOCCC=C1,CCC(C)c1ccc2cc1CN(C)C(=O)Cc1ccc(c(C)c1)C(C)COC(=O)N2,0.188,0.375,7,4,6.638,639.728,7,4,47,36,0.333,146.88,4,8.48,AFGGMWNLRYRQDA-JCOAXYOVSA-N
MC-4189,CHEMBL4068431,    ,CCS(=O)(=O)Nc1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(F)cc(F)c1O2,CCS(=O)(=O)Nc1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(F)cc(F)c1O2,9,10^-6 cm/s,Papp,-5.046,Log Papp,PAMPA,Permeability of the compound by PAMPA,https://doi.org/10.1021/acs.jmedchem.7b00017,ChEMBL,10.1021/acs.jmedchem.7b00017,"(Wang et al., 2017)",2017,12,0,0,0,C1CCCOCCCCOCC1,C=CC=C1COc2ccccc2CCCCOC(=C)C1=C,0.0,0.0,4,3,3.995,491.516,7,1,34,23,0.304,99.52,3,6.557,ZZSDIMNEAFZMHM-UHFFFAOYSA-N
MC-4190,CHEMBL4069575,    ,CCc1cc2ccc1CCOC(=O)Nc1ccc(S(=O)(=O)C(C)C)c(c1)CN(C)C(=O)[C@@H]2Nc1cccc(C(N)=O)c1,CCc1cc2ccc1CCOC(=O)Nc1ccc(S(=O)(=O)C(C)C)c(c1)CN(C)C(=O)[C@@H]2Nc1cccc(C(N)=O)c1,68,nm/s,Papp,-5.167,Log Papp,PAMPA,Permeability of the compound at pH 5.5 by PAMPA,https://doi.org/10.1016/j.bmcl.2017.04.008,ChEMBL,10.1016/j.bmcl.2017.04.008,"(Wurtz et al., 2017)",2017,16,1,1,2,C1=CCCNCC=CCNCOCCC=C1,Cc1cc2ccc1CCOC(=O)Nc1ccc(S)c(c1)CN(C)C(=O)C2,0.188,0.375,5,3,4.446,592.718,7,3,42,31,0.323,147.9,6,9.205,KZSYSYPLRUUKEU-MUUNZHRXSA-N
MC-4194,CHEMBL4073279,    ,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,2.2,10^-6 cm/s,Papp,-5.658,Log Papp,PAMPA,Permeability of the compound by PAMPA,https://doi.org/10.1021/acs.jmedchem.7b00017,ChEMBL,10.1021/acs.jmedchem.7b00017,"(Wang et al., 2017)",2017,12,0,0,0,C1CCCOCCCCOCC1,C=C1OCCCCc2ccccc2Oc2ccccc2C1=C,0.0,0.0,4,3,4.975,488.993,6,1,33,24,0.292,86.63,3,6.669,ZZIGYCDFBKLWSO-UHFFFAOYSA-N
MC-4195,CHEMBL4075567,    ,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,7.6,10^-6 cm/s,Papp,-5.119,Log Papp,PAMPA,Permeability of the compound by PAMPA,https://doi.org/10.1021/acs.jmedchem.7b00017,ChEMBL,10.1021/acs.jmedchem.7b00017,"(Wang et al., 2017)",2017,12,0,0,0,C1CCCOCCCCOCC1,C=C1OCCCCc2ccccc2Oc2ccc(S)cc2C1=C,0.0,0.0,4,3,5.007,473.978,6,0,32,24,0.292,74.6,2,6.306,RTAFIPPKROYDAD-UHFFFAOYSA-N
MC-4196,CHEMBL4075757,    ,CCS(=O)(=O)c1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,CCS(=O)(=O)c1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,15,10^-6 cm/s,Papp,-4.824,Log Papp,PAMPA,Permeability of the compound by PAMPA,https://doi.org/10.1021/acs.jmedchem.7b00017,ChEMBL,10.1021/acs.jmedchem.7b00017,"(Wang et al., 2017)",2017,12,0,0,0,C1CCCOCCCCOCC1,C=C(S)C=C1COc2ccccc2CCCCOC(=C)C1=C,0.0,0.0,4,3,4.402,474.966,7,0,32,23,0.304,87.49,2,6.257,DWSPVJWMVBWDOF-UHFFFAOYSA-N
MC-4197,CHEMBL4075776,    ,CCS(=O)(=O)Nc1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,CCS(=O)(=O)Nc1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,7.2,10^-6 cm/s,Papp,-5.143,Log Papp,PAMPA,Permeability of the compound by PAMPA,https://doi.org/10.1021/acs.jmedchem.7b00017,ChEMBL,10.1021/acs.jmedchem.7b00017,"(Wang et al., 2017)",2017,12,0,0,0,C1CCCOCCCCOCC1,C=CC=C1COc2ccccc2CCCCOC(=C)C1=C,0.0,0.0,4,3,4.37,489.981,7,1,33,23,0.304,99.52,3,6.62,KDSKWYPIXDDXEG-UHFFFAOYSA-N
MC-4200,CHEMBL4077124,    ,Cn1cc2c(cc1=O)OCCCCc1cc(Cl)ccc1Oc1ncc(CS(C)(=O)=O)cc1-2,Cn1cc2c(cc1=O)OCCCCc1cc(Cl)ccc1Oc1ncc(CS(C)(=O)=O)cc1-2,12,10^-6 cm/s,Papp,-4.921,Log Papp,PAMPA,Permeability of the compound by PAMPA,https://doi.org/10.1021/acs.jmedchem.7b00017,ChEMBL,10.1021/acs.jmedchem.7b00017,"(Wang et al., 2017)",2017,12,0,0,0,C1CCCOCCCCOCC1,C=C(C)C=C1COc2ccccc2CCCCOC(=C)C1=C,0.0,0.0,4,3,4.153,474.966,7,0,32,23,0.304,87.49,2,6.257,UOKIJOMSTWVTHP-UHFFFAOYSA-N
MC-4203,CHEMBL4080298,    ,CCc1cc2ccc1CCOC(=O)Nc1ccc(SC(C)C)c(c1)CN(C)C(=O)[C@@H]2Nc1cccc(C(N)=O)c1,CCc1cc2ccc1CCOC(=O)Nc1ccc(SC(C)C)c(c1)CN(C)C(=O)[C@@H]2Nc1cccc(C(N)=O)c1,145,nm/s,Papp,-4.839,Log Papp,PAMPA,Permeability of the compound at pH 5.5 by PAMPA,https://doi.org/10.1016/j.bmcl.2017.04.008,ChEMBL,10.1016/j.bmcl.2017.04.008,"(Wurtz et al., 2017)",2017,16,1,1,2,C1=CCCNCC=CCNCOCCC=C1,Cc1cc2ccc1CCOC(=O)Nc1ccc(S)c(c1)CN(C)C(=O)C2,0.188,0.375,5,3,5.765,560.72,6,3,40,31,0.323,113.76,6,9.368,PZGSRGCSNBVVFG-MUUNZHRXSA-N
MC-4206,CHEMBL4083729,    ,Cc1cc2cc(C)c1CCOC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2cc[nH]c(=O)c2c1,Cc1cc2cc(C)c1CCOC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2cc[nH]c(=O)c2c1,100,nm/s,Papp,-5,Log Papp,PAMPA,Permeability of the compound at pH 5.5 by PAMPA,https://doi.org/10.1016/j.bmcl.2017.04.008,ChEMBL,10.1016/j.bmcl.2017.04.008,"(Wurtz et al., 2017)",2017,16,1,1,2,C1=CCCNCC=CCNCOCCC=C1,CSc1ccc2cc1CN(C)C(=O)Cc1ccc(c(C)c1)CCOC(=O)N2,0.188,0.375,7,4,4.997,614.724,7,3,44,33,0.303,137.67,4,7.664,YJTFTQFUZXRAGN-SSEXGKCCSA-N
MC-4211,CHEMBL4089651,    ,Cn1cc2c(cc1=O)OCCCCc1cc(Cl)ccc1Oc1ccc(CS(C)(=O)=O)cc1-2,Cn1cc2c(cc1=O)OCCCCc1cc(Cl)ccc1Oc1ccc(CS(C)(=O)=O)cc1-2,9.2,10^-6 cm/s,Papp,-5.036,Log Papp,PAMPA,Permeability of the compound by PAMPA,https://doi.org/10.1021/acs.jmedchem.7b00017,ChEMBL,10.1021/acs.jmedchem.7b00017,"(Wang et al., 2017)",2017,12,0,0,0,C1CCCOCCCCOCC1,C=C1OCCCCc2ccccc2Oc2ccc(C)cc2C1=C,0.0,0.0,4,3,4.758,473.978,6,0,32,24,0.292,74.6,2,6.306,VQUNBKUXJFPQGY-UHFFFAOYSA-N
MC-4214,CHEMBL4094644,    ,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCCc1cc(Cl)ccc1O2,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCCc1cc(Cl)ccc1O2,0.89,10^-6 cm/s,Papp,-6.051,Log Papp,PAMPA,Permeability of the compound by PAMPA,https://doi.org/10.1021/acs.jmedchem.7b00017,ChEMBL,10.1021/acs.jmedchem.7b00017,"(Wang et al., 2017)",2017,13,0,0,0,C1CCCOCCCCOCCC1,C=C1OCCCCCc2ccccc2Oc2ccccc2C1=C,0.0,0.0,4,3,5.365,503.02,6,1,34,25,0.32,86.63,3,7.186,OXEPSQPFKZWCSV-UHFFFAOYSA-N
MC-4217,CHEMBL4099010,    ,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(F)cc(F)c1O2,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(F)cc(F)c1O2,6.8,10^-6 cm/s,Papp,-5.167,Log Papp,PAMPA,Permeability of the compound by PAMPA,https://doi.org/10.1021/acs.jmedchem.7b00017,ChEMBL,10.1021/acs.jmedchem.7b00017,"(Wang et al., 2017)",2017,12,0,0,0,C1CCCOCCCCOCC1,C=C1OCCCCc2ccccc2Oc2ccccc2C1=C,0.0,0.0,4,3,4.6,490.528,6,1,34,24,0.292,86.63,3,6.605,BYFSQAHWOPJWRA-UHFFFAOYSA-N
MC-4221,CHEMBL4162823,    ,CCC[C@H](C)[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CNC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](O)[C@@H]1C,CCC[C@H](C)[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CNC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](O)[C@@H]1C,>1,10^-6 cm/s,Papp,<-6,Log Papp,PAMPA,Permeability of the compound in pH 7.4 phosphate buffer solution after 4 hrs by LC-MS/MS based PAMPA assay,https://doi.org/10.1021/acsmedchemlett.8b00028,ChEMBL,10.1021/acsmedchemlett.8b00028,"(Kaneda et al., 2018)",2018,26,3,2,5,C1=CCOCCNCCNCCNCCNCCNCCOCCCC1,CC1CC(O)CC=CC(=O)OC(C)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)NC(C)C(=O)N(C)C(C)C(=O)O1,0.347,0.578,2,1,3.708,842.088,10,4,60,45,0.667,200.75,9,20.936,HRCHBVYYFJPUFB-OYOVHTNASA-N
MC-4222,CHEMBL4163929,    ,CCC[C@H](C)[C@H]1OC(=O)[C@@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](O)[C@@H]1C,CCC[C@H](C)[C@H]1OC(=O)[C@@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](O)[C@@H]1C,>1,10^-6 cm/s,Papp,<-6,Log Papp,PAMPA,Permeability of the compound in pH 7.4 phosphate buffer solution after 4 hrs by LC-MS/MS based PAMPA assay,https://doi.org/10.1021/acsmedchemlett.8b00028,ChEMBL,10.1021/acsmedchemlett.8b00028,"(Kaneda et al., 2018)",2018,26,2,3,5,C1=CCOCCNCCNCCNCCNCCNCCOCCCC1,CC1CC(O)CC=CC(=O)OC(C)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)CC(=O)NC(C)C(=O)N(C)C(C)C(=O)O1,0.231,0.578,2,1,4.05,856.115,10,3,61,46,0.674,191.96,9,21.112,YJQOYCXXISGMIG-YSBGUSBGSA-N
MC-4223,CHEMBL4167369,    ,CCC[C@H](C)[C@@H](OC)[C@@H](C)[C@@H]1C/C=C(\C)C(=O)O[C@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N(C)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)O1,CCC[C@H](C)[C@@H](OC)[C@@H](C)[C@@H]1C/C=C(\C)C(=O)O[C@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N(C)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)O1,0.82,10^-6 cm/s,Papp,-6.086,Log Papp,PAMPA,Permeability of the compound in pH 7.4 phosphate buffer solution after 4 hrs by LC-MS/MS based PAMPA assay,https://doi.org/10.1021/acsmedchemlett.8b00028,ChEMBL,10.1021/acsmedchemlett.8b00028,"(Kaneda et al., 2018)",2018,24,3,2,5,C1=CCOCCNCCNCCNCCNCCNCCOCC1,CC1=CCC(C)OC(=O)C(C)NC(=O)C(C)NC(=O)CN(C)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C)NC(=O)C(C)OC1=O,0.375,0.626,2,1,4.362,856.115,10,3,61,46,0.674,189.75,12,21.642,XGDTXJSPMVJEIK-LVAZOHBQSA-N
MC-4224,CHEMBL4170764,    ,CCC[C@H](C)[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CCN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](O)[C@@H]1C,CCC[C@H](C)[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CCN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](O)[C@@H]1C,>1,10^-6 cm/s,Papp,<-6,Log Papp,PAMPA,Permeability of the compound in pH 7.4 phosphate buffer solution after 4 hrs by LC-MS/MS based PAMPA assay,https://doi.org/10.1021/acsmedchemlett.8b00028,ChEMBL,10.1021/acsmedchemlett.8b00028,"(Kaneda et al., 2018)",2018,27,2,3,5,C1=CCOCCNCCNCCNCCCNCCNCCOCCCC1,CC1CC(O)CC=CC(=O)OC(C)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)CCC(=O)NC(C)C(=O)N(C)C(C)C(=O)O1,0.222,0.555,2,1,4.44,870.142,10,3,62,47,0.681,191.96,9,21.813,XKTRGGKPQCLTJE-ZTRWQTMPSA-N
