ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Num_Charged_Atoms,Net_Charge,Kier_index,InchiKey
MC-3488,CHEMBL4161025,    ,CC(C)[C@@H]1NC(=O)C(C)(C)/C=C/c2cc3cc(ccc3cn2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,CC(C)[C@@H]1NC(=O)C(C)(C)/C=C/c2cc3cc(ccc3cn2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,34,10^-6 cm/s,Papp BA,-4.469,Log Papp BA,34.0,Caco-2,Apparent permeability across basolateral to apical side in human Caco2 cells measured at 60 to 120 mins by LC/MS/MS analysis,https://doi.org/10.1021/acs.jmedchem.8b00802,ChEMBL,10.1021/acs.jmedchem.8b00802,"(Mackman et al., 2018)",2018,21,2,0,2,C1=CC=CCCOCCNNCCNCCNCCC=C1,Cc1ccc2cc1C=CC=CC(C)(C)C(=O)NC(C)C(=O)NC(C)C(=O)N1CCCC(N1)C(=O)OC2C,0.285,0.285,4,2,3.033,549.672,7,3,40,30,0.5,129.73,1,0,0,8.58,PBRSIHXDDHBUFT-WPQIEPPYSA-N
MC-3489,CHEMBL4173004,    ,CC(C)[C@@H]1OC(=O)C(C)(C)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,CC(C)[C@@H]1OC(=O)C(C)(C)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,47,10^-6 cm/s,Papp BA,-4.328,Log Papp BA,47.0,Caco-2,Apparent permeability across basolateral to apical side in human Caco2 cells measured at 60 to 120 mins by LC/MS/MS analysis,https://doi.org/10.1021/acs.jmedchem.8b00802,ChEMBL,10.1021/acs.jmedchem.8b00802,"(Mackman et al., 2018)",2018,21,2,0,2,C1=CCCOCCNCCNNCCNCC=NC=CC1,CC1NC(=O)C(C)OC(=O)C(C)(C)C=Cc2ccc3ccc(nc3c2)C(C)NC(=O)C2CCCN(N2)C1=O,0.285,0.285,4,2,3.033,549.672,7,3,40,30,0.5,129.73,1,0,0,8.58,YVBYTKCYPFMUBG-FFZLYJDLSA-N
MC-3490,CHEMBL4165103,    ,CC(C)[C@@H]1OC(=O)C(C)(C)/C=C/c2cc3cc(ccc3cn2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,CC(C)[C@@H]1OC(=O)C(C)(C)/C=C/c2cc3cc(ccc3cn2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,7.9,10^-6 cm/s,Papp BA,-5.102,Log Papp BA,7.9,Caco-2,Apparent permeability across basolateral to apical side in human Caco2 cells measured at 60 to 120 mins by LC/MS/MS analysis,https://doi.org/10.1021/acs.jmedchem.8b00802,ChEMBL,10.1021/acs.jmedchem.8b00802,"(Mackman et al., 2018)",2018,21,2,0,2,C1=CC=CCCOCCNCCNNCCNCCC=C1,Cc1ccc2cc1C=CC=CC(C)(C)C(=O)OC(C)C(=O)NC(C)C(=O)N1CCCC(N1)C(=O)NC2C,0.285,0.285,4,2,3.033,549.672,7,3,40,30,0.5,129.73,1,0,0,8.58,WAFRKANDVIZBCC-SGLQPBQASA-N
MC-3491,CHEMBL4161280,    ,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCC(O)CC2,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCC(O)CC2,7.1,10^-6 cm/s,Papp BA,-5.149,Log Papp BA,7.1,Caco-2,Apparent permeability across basolateral to apical side in human Caco2 cells measured at 60 to 120 mins by LC/MS/MS analysis,https://doi.org/10.1021/acs.jmedchem.8b00802,ChEMBL,10.1021/acs.jmedchem.8b00802,"(Mackman et al., 2018)",2018,21,2,0,2,C1=CCCOCCNCCNNCCNCC=NC=CC1,CC1NC(=O)C(C)OC(=O)C(CCCO)C=Cc2ccc3ccc(nc3c2)C(C)NC(=O)C2CCCN(N2)C1=O,0.285,0.285,5,2,2.928,605.736,8,4,44,33,0.545,149.96,1,0,0,9.358,LVSYXHXWHDMBGO-ZKGIKYJASA-N
MC-3491,CHEMBL4161280,    ,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCC(O)CC2,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCC(O)CC2,0.9,10^-6 cm/s,Papp BA,-6.046,Log Papp BA,0.9,Caco-2,Apparent permeability across apical to basolateral side in human Caco2 cells measured at 60 to 120 mins by LC/MS/MS analysis,https://doi.org/10.1021/acs.jmedchem.8b00802,ChEMBL,10.1021/acs.jmedchem.8b00802,"(Mackman et al., 2018)",2018,21,2,0,2,C1=CCCOCCNCCNNCCNCC=NC=CC1,CC1NC(=O)C(C)OC(=O)C(CCCO)C=Cc2ccc3ccc(nc3c2)C(C)NC(=O)C2CCCN(N2)C1=O,0.285,0.285,5,2,2.928,605.736,8,4,44,33,0.545,149.96,1,0,0,9.358,LVSYXHXWHDMBGO-ZKGIKYJASA-N
MC-3492,CHEMBL4171881,    ,CO[C@H]1CC[C@@]2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC(=O)[C@H](C(C)C)OC2=O)CC1,CO[C@H]1CC[C@@]2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC(=O)[C@H](C(C)C)OC2=O)CC1,33,10^-6 cm/s,Papp BA,-4.481,Log Papp BA,33.0,Caco-2,Apparent permeability across basolateral to apical side in human Caco2 cells measured at 60 to 120 mins by LC/MS/MS analysis,https://doi.org/10.1021/acs.jmedchem.8b00802,ChEMBL,10.1021/acs.jmedchem.8b00802,"(Mackman et al., 2018)",2018,21,2,0,2,C1=CC=NCCNCCNNCCNCCOCCC=C1,CC1NC(=O)C(C)OC(=O)C(CCCO)C=Cc2ccc3ccc(nc3c2)C(C)NC(=O)C2CCCN(N2)C1=O,0.285,0.285,5,2,3.582,619.763,8,3,45,34,0.559,138.96,2,0,0,9.884,UEPUTQSNVUKCDI-LZRQHJGCSA-N
MC-3493,CHEMBL4164700,    ,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCOCC2,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCOCC2,19,10^-6 cm/s,Papp BA,-4.721,Log Papp BA,19.0,Caco-2,Apparent permeability across basolateral to apical side in human Caco2 cells measured at 60 to 120 mins by LC/MS/MS analysis,https://doi.org/10.1021/acs.jmedchem.8b00802,ChEMBL,10.1021/acs.jmedchem.8b00802,"(Mackman et al., 2018)",2018,21,2,0,2,C1=CCCOCCNCCNNCCNCC=NC=CC1,CC1NC(=O)C(C)OC(=O)C(CCO)C=Cc2ccc3ccc(nc3c2)C(C)NC(=O)C2CCCN(N2)C1=O,0.285,0.285,5,2,2.804,591.709,8,3,43,32,0.531,138.96,1,0,0,9.12,AIUQTUFRSZGTFQ-KJKRJXCASA-N
MC-3494,CHEMBL4175329,    ,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCS(=O)(=O)CC2,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCS(=O)(=O)CC2,12,10^-6 cm/s,Papp BA,-4.921,Log Papp BA,12.0,Caco-2,Apparent permeability across basolateral to apical side in human Caco2 cells measured at 60 to 120 mins by LC/MS/MS analysis,https://doi.org/10.1021/acs.jmedchem.8b00802,ChEMBL,10.1021/acs.jmedchem.8b00802,"(Mackman et al., 2018)",2018,21,2,0,2,C1=CCCOCCNCCNNCCNCC=NC=CC1,CC1NC(=O)C(C)OC(=O)C(CC[SH](=O)=O)C=Cc2ccc3ccc(nc3c2)C(C)NC(=O)C2CCCN(N2)C1=O,0.285,0.285,5,2,2.202,639.775,9,3,45,32,0.531,163.87,1,0,0,9.313,CCNUSERNOGOMOX-KJKRJXCASA-N
MC-3495,CHEMBL4159376,    ,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)COCCOC2,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)COCCOC2,10,10^-6 cm/s,Papp BA,-5.0,Log Papp BA,10.0,Caco-2,Apparent permeability across basolateral to apical side in human Caco2 cells measured at 60 to 120 mins by LC/MS/MS analysis,https://doi.org/10.1021/acs.jmedchem.8b00802,ChEMBL,10.1021/acs.jmedchem.8b00802,"(Mackman et al., 2018)",2018,21,2,0,2,C1=CCCOCCNCCNNCCNCC=NC=CC1,CCOCC1C=Cc2ccc3ccc(nc3c2)C(C)NC(=O)C2CCCN(N2)C(=O)C(C)NC(=O)C(C)OC1=O,0.285,0.285,5,2,2.04,607.708,9,3,44,32,0.531,148.19,1,0,0,9.617,NMDDFBLXEIOWBW-KJKRJXCASA-N
MC-3496,CHEMBL4170010,    ,CC(C)[C@@H]1OC(=O)C(CO)(CO)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,CC(C)[C@@H]1OC(=O)C(CO)(CO)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,0.59,10^-6 cm/s,Papp BA,-6.229,Log Papp BA,0.59,Caco-2,Apparent permeability across basolateral to apical side in human Caco2 cells measured at 60 to 120 mins by LC/MS/MS analysis,https://doi.org/10.1021/acs.jmedchem.8b00802,ChEMBL,10.1021/acs.jmedchem.8b00802,"(Mackman et al., 2018)",2018,21,2,0,2,C1=CCCOCCNCCNNCCNCC=NC=CC1,CC1NC(=O)C(C)OC(=O)C(C)(C)C=Cc2ccc3ccc(nc3c2)C(C)NC(=O)C2CCCN(N2)C1=O,0.285,0.285,4,2,0.978,581.67,9,5,42,30,0.5,170.19,3,0,0,9.596,DVJMNVLPHLSBNL-GHPFQTBYSA-N
MC-3497,BRD-K07442049,    ,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@@H]1O2)C#N,CO[C@H]1CC[C@@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@@H]1O2,57.95,10^-6 cm/s,Papp BA,-4.237,Log Papp BA,57.95,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,15,0,2,2,C1CNCCCOCCCOCCNC1,Cc1cccc2c1OCCC1CCC(O)C(CN(C)C(=O)C(C)CN(C)C2=O)O1,0.0,0.401,3,1,2.07,429.517,6,0,31,23,0.609,92.1,1,0,0,7.521,WNHZFTQVONQUSH-RKOGWWSCSA-N
MC-3498,BRD-K13079805,    ,CO[C@H]1CC[C@H]2CCOc3c(cccc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@@H]1O2)C#N,CO[C@H]1CC[C@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@@H]1O2,49.61,10^-6 cm/s,Papp BA,-4.304,Log Papp BA,49.61,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,15,0,2,2,C1CNCCCOCCCOCCNC1,Cc1cccc2c1OCCC1CCC(O)C(CN(C)C(=O)C(C)CN(C)C2=O)O1,0.0,0.401,3,1,2.07,429.517,6,0,31,23,0.609,92.1,1,0,0,7.521,WNHZFTQVONQUSH-UHMOLFJZSA-N
MC-3499,BRD-K45409613,    ,CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@H](C)[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)OC,CO[C@@H]1CN(C)C(=O)c2cccc(C#N)c2OC[C@H]2O[C@@H](CC[C@H]2OC)CCN(C)C(=O)[C@@H]1C,37.03,10^-6 cm/s,Papp BA,-4.431,Log Papp BA,37.03,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,16,0,2,2,C1CCNCCCOCCOCCCNC1,CCC1CCN(C)C(=O)CC(O)CN(C)C(=O)c2ccccc2OCCO1,0.0,0.375,3,1,2.085,473.57,7,0,34,25,0.64,101.33,2,0,0,8.887,XYLRKRISJMFHFX-IXXBJLTKSA-N
MC-3500,BRD-K45888106,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cc(C#N)ccc3OC[C@@H]1O2,19.26,10^-6 cm/s,Papp BA,-4.715,Log Papp BA,19.26,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,16,0,2,2,C1CCNCCCOCCOCCCNC1,CN1CCC2CCC(O)C(COc3ccccc3C(=O)N(C)CCCC1=O)O2,0.0,0.375,3,1,2.214,429.517,6,0,31,23,0.609,92.1,1,0,0,7.88,ARXXSDYOSSAWCH-QMMLZNLJSA-N
MC-3501,BRD-K04006812,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,29.58,10^-6 cm/s,Papp BA,-4.529,Log Papp BA,29.58,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,16,0,2,2,C1CCNCCCOCCOCCCNC1,CN1CCC2CCC(O)C(COc3ccccc3C(=O)N(C)CCCC1=O)O2,0.0,0.375,3,1,2.214,429.517,6,0,31,23,0.609,92.1,1,0,0,7.88,KLTTUROVXNDFDZ-HOJAQTOUSA-N
MC-3502,BRD-K59831227,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)c4ccccc4,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@H](c3ccccc3)CN(C)C(=O)c3cc(C#N)ccc3OC[C@@H]1O2,67.26,10^-6 cm/s,Papp BA,-4.172,Log Papp BA,67.26,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,16,0,2,2,C1CCNCCCOCCOCCCNC1,CN1CCC2CCC(O)C(COc3ccccc3C(=O)N(C)CC(c3ccccc3)CC1=O)O2,0.0,0.375,4,2,3.608,505.615,6,0,37,29,0.483,92.1,2,0,0,8.8,ZJDDJVCOZFKVQY-HSWFVFMJSA-N
MC-3503,BRD-K60363992,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2)c4ccccc4,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@H](c3ccccc3)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,55.1,10^-6 cm/s,Papp BA,-4.259,Log Papp BA,55.1,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,16,0,2,2,C1CCNCCCOCCOCCCNC1,CN1CCC2CCC(O)C(COc3ccccc3C(=O)N(C)CC(c3ccccc3)CC1=O)O2,0.0,0.375,4,2,3.608,505.615,6,0,37,29,0.483,92.1,2,0,0,8.8,PPQNLGLVWDESKN-AYEHBTSNSA-N
MC-3504,BRD-K04321001,    ,CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,CO[C@H]1CC[C@@H]2CCOc3ccc(C#N)cc3C(=O)N(C)C[C@H](c3ccccc3)CC(=O)N(C)C[C@@H]1O2,35.37,10^-6 cm/s,Papp BA,-4.451,Log Papp BA,35.37,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,16,0,2,2,C1CCNCCOCCCOCCCNC1,Cc1ccc2c(c1)C(=O)N(C)CC(c1ccccc1)CC(=O)N(C)CC1OC(CCO2)CCC1O,0.0,0.375,4,2,3.608,505.615,6,0,37,29,0.483,92.1,2,0,0,8.8,CIRYYAWURCKBQH-YWUUFRFPSA-N
MC-3505,BRD-K45850755,    ,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,CO[C@H]1CC[C@@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@H](c3ccccc3)CC(=O)N(C)C[C@@H]1O2,44.71,10^-6 cm/s,Papp BA,-4.35,Log Papp BA,44.71,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,16,0,2,2,C1CCNCCOCCCOCCCNC1,Cc1cccc2c1OCCC1CCC(O)C(CN(C)C(=O)CC(c3ccccc3)CN(C)C2=O)O1,0.0,0.375,4,2,3.608,505.615,6,0,37,29,0.483,92.1,2,0,0,8.8,DIIJYNJFSHJSFY-OSNGURLVSA-N
MC-3506,BRD-K18554416,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@H]1O2)C#N,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c3cc(C#N)ccc3OC[C@H]1O2,44.2,10^-6 cm/s,Papp BA,-4.355,Log Papp BA,44.2,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,16,0,2,2,C1CCNCCCOCCOCCCNC1,CCCC1(C)CC(=O)N(C)CCC2CCC(O)C(COc3ccccc3C(=O)N(C)C1)O2,0.0,0.375,4,1,3.774,497.636,6,0,36,28,0.679,92.1,1,0,0,8.528,UQIOGDUGITZYBI-NQHRYMMQSA-N
MC-3507,BRD-K01071579,    ,CO[C@H]1CC[C@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@H]1O2)C#N,CO[C@H]1CC[C@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c3cc(C#N)ccc3OC[C@H]1O2,70.25,10^-6 cm/s,Papp BA,-4.153,Log Papp BA,70.25,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,16,0,2,2,C1CCNCCCOCCOCCCNC1,CCCC1(C)CC(=O)N(C)CCC2CCC(O)C(COc3ccccc3C(=O)N(C)C1)O2,0.0,0.375,4,1,3.774,497.636,6,0,36,28,0.679,92.1,1,0,0,8.528,UQIOGDUGITZYBI-GVXSCFBNSA-N
MC-3508,BRD-K79324911,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@@H]1O2)C#N,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c3cc(C#N)ccc3OC[C@@H]1O2,54.78,10^-6 cm/s,Papp BA,-4.261,Log Papp BA,54.78,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,16,0,2,2,C1CCNCCCOCCOCCCNC1,CCCC1(C)CC(=O)N(C)CCC2CCC(O)C(COc3ccccc3C(=O)N(C)C1)O2,0.0,0.375,4,1,3.774,497.636,6,0,36,28,0.679,92.1,1,0,0,8.528,UQIOGDUGITZYBI-ZODMCCGTSA-N
MC-3509,BRD-K83836941,    ,Clc1ccc(C[C@@H]2CCn3cc(COC[C@@H](NC2=O)c4ccccc4)nn3)cc1,O=C1N[C@@H](c2ccccc2)COCc2cn(nn2)CC[C@H]1Cc1ccc(Cl)cc1,42.85,10^-6 cm/s,Papp BA,-4.368,Log Papp BA,42.85,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,12,1,0,1,C1=CNCCCCNCCOC1,O=C1NC(c2ccccc2)COCC=CNCCC1Cc1ccc(Cl)cc1,0.251,0.251,4,3,3.568,410.905,5,1,29,22,0.318,69.04,3,0,0,6.22,IVSFOQKCIBTUJX-GHTZIAJQSA-N
MC-3510,BRD-K60064462,    ,Clc1cccc(C[C@H]2CCn3cc(COC[C@H](NC2=O)c4ccccc4)nn3)c1,O=C1N[C@H](c2ccccc2)COCc2cn(nn2)CC[C@@H]1Cc1cccc(Cl)c1,35.21,10^-6 cm/s,Papp BA,-4.453,Log Papp BA,35.21,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,12,1,0,1,C1=CNCCCCNCCOC1,O=C1NC(c2ccccc2)COCC=CNCCC1Cc1ccccc1,0.251,0.251,4,3,3.568,410.905,5,1,29,22,0.318,69.04,3,0,0,6.22,IBOMDJXDECXQMM-NQIIRXRSSA-N
MC-3511,BRD-K19203549,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,40.81,10^-6 cm/s,Papp BA,-4.389,Log Papp BA,40.81,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,15,0,2,2,C1CNCCCOCCOCCCNC1,CC1CN(C)C(=O)c2ccccc2OCC2OC(CCC2O)CCN(C)C1=O,0.0,0.401,3,1,2.07,429.517,6,0,31,23,0.609,92.1,1,0,0,7.521,GZBXCCCGVZBCNA-ZSXHRAQDSA-N
MC-3512,BRD-K67090914,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(C#N)ccc3OC[C@@H]1O2,27.48,10^-6 cm/s,Papp BA,-4.561,Log Papp BA,27.48,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,15,0,2,2,C1CNCCCOCCOCCCNC1,CC1CN(C)C(=O)c2ccccc2OCC2OC(CCC2O)CCN(C)C1=O,0.0,0.401,3,1,2.07,429.517,6,0,31,23,0.609,92.1,1,0,0,7.521,WOVPJXMLSNBLNW-IAECCPNBSA-N
MC-3513,BRD-K97086358,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,48.32,10^-6 cm/s,Papp BA,-4.316,Log Papp BA,48.32,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,14,0,2,2,C1CNCCNCCCOCCOC1,CC1C(=O)N(C)CCC2CCC(O)C(COc3ccccc3C(=O)N1C)O2,0.0,0.429,3,1,1.822,415.49,6,0,30,22,0.591,92.1,1,0,0,6.953,HLSMAPUQSFTYPM-WLWJZTKJSA-N
MC-3514,BRD-K64976146,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cc(C#N)ccc3OC[C@@H]1O2,45.28,10^-6 cm/s,Papp BA,-4.344,Log Papp BA,45.28,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,14,0,2,2,C1CNCCNCCCOCCOC1,CC1C(=O)N(C)CCC2CCC(O)C(COc3ccccc3C(=O)N1C)O2,0.0,0.429,3,1,1.822,415.49,6,0,30,22,0.591,92.1,1,0,0,6.953,QGQQBUILFZGYME-NBPAUJCUSA-N
MC-3515,BRD-K61974654,    ,C[C@H]1CC(=O)N[C@@H](C\C=C/C[C@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,C[C@H]1CC(=O)N[C@H](c2ccccc2)C/C=C\C[C@@H](c2ccc3c(c2)OCO3)NC1=O,37.99,10^-6 cm/s,Papp BA,-4.42,Log Papp BA,37.99,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016,12,2,0,2,C1=CCCNCCCCNCC1,CC1CC(=O)NC(c2ccccc2)CC=CCC(c2cccc(O)c2)NC1=O,0.5,0.5,4,2,3.806,406.482,4,2,30,24,0.333,76.66,2,0,0,6.023,NTDYEOQLFHPYHB-ZQPXHLQISA-N
