ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Num_Charged_Atoms,Net_Charge,Kier_index,InchiKey
MC-0013,1505,    ,OC(C)C1C(=O)N[C@@H](C(=O)N[C@@H](CCC2C=CC(=CC=2OCCN[C@@H](C(C)C)C(=O)N1C)F)CC)CC1=CNC2C=CC=CC1=2,CC[C@@H]1CCc2ccc(F)cc2OCCN[C@@H](C(C)C)C(=O)N(C)C(C(C)O)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N1,26.7,10^6 cm/s,Papp BA,-4.573,Log Papp BA,26.7,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,C=C(CC1NC(=O)C(C)N(C)C(=O)C(C)NCCOc2cc(F)ccc2CCC(C)NC1=O)c1ccccc1,0.333,0.5,4,3,3.076,623.77,6,5,45,34,0.5,135.79,5,0,0,11.576,UHGHSBAHYKRNMA-NJUGWKPBSA-N
MC-0014,1688,    ,OC(C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C)C#CC2C=CC=CC=2OCCN[C@@H](C(C)C)C(=O)N1C)CC1=CC=CC=C1,CC(C)[C@@H]1NCCOc2ccccc2C#C[C@@H](C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,41.8,10^6 cm/s,Papp BA,-4.379,Log Papp BA,41.8,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1#CCNCCNCCNCCNCCOCC1,CC1C#Cc2ccccc2OCCNC(C)C(=O)N(C)C(C)C(=O)NC(Cc2ccccc2)C(=O)N1,0.333,0.5,3,2,1.485,548.684,6,4,40,31,0.452,120.0,4,0,0,11.115,JWILPVURJDMZGB-SFOLDJSHSA-N
MC-0015,1777,    ,OC(C)[C@H]1C(=O)N[C@@H](C(=O)NCCCC2C=CC=C3CCC(CNC([C@@H](C)C)C(N1C)=O)OC3=2)CC1=CC=CC=C1,CC(C)C1NCC2CCc3cccc(c3O2)CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,53.5,10^6 cm/s,Papp BA,-4.272,Log Papp BA,53.5,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1NCC2CCc3cccc(c3O2)CCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C1=O,0.333,0.5,4,2,1.992,564.727,6,4,41,32,0.531,120.0,4,0,0,10.394,PXMPUSICYOSMAQ-MDRNOUDVSA-N
MC-0016,1778,    ,OC(C)[C@H]1C(=O)N[C@@H](C(=O)NCCCC2C=CC=C3C=2OC(CC3)CN[C@@H](C2CC2)C(N1C)=O)CC1=CC=CC=C1,CC(O)[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCc2cccc3c2OC(CC3)CN[C@@H](C2CC2)C(=O)N1C,32.7,10^6 cm/s,Papp BA,-4.485,Log Papp BA,32.7,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,3,0,3,C1CCNCCNCCNCCNCCOCC1,CC1CNC(C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NCCCc2ccccc2O1,0.5,0.5,5,2,1.746,562.711,6,4,41,32,0.531,120.0,4,0,0,9.247,VCVDUCBAESSWTM-NGIGVKCASA-N
MC-0017,1780,    ,OC(C)[C@H]1C(=O)N[C@@H](C(NCCCC2C=CC=C3CCC(CN[C@@H](CC)C(N1C)=O)OC3=2)=O)CC1=CC=CC=C1,CC[C@@H]1NCC2CCc3cccc(c3O2)CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,29.5,10^6 cm/s,Papp BA,-4.53,Log Papp BA,29.5,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1NCC2CCc3cccc(c3O2)CCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C1=O,0.333,0.5,4,2,1.746,550.7,6,4,40,31,0.516,120.0,4,0,0,10.17,KDPWCPQHLOQWIL-IQOKYUKFSA-N
MC-0018,1843,    ,OC(C)[C@H]1C(=O)N[C@@H](C(NC2CCC(C2)C2C=CC=CC=2OCCN[C@@H](C(C)C)C(=O)N1C)=O)CC1C2C=CC=CC=2NC=1,CC(C)[C@@H]1NCCOc2ccccc2C2CCC(C2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C(C)O)N(C)C1=O,13.4,10^6 cm/s,Papp BA,-4.873,Log Papp BA,13.4,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,C=C(CC1NC(=O)C(C)N(C)C(=O)C(C)NCCOc2ccccc2C2CCC(C2)NC1=O)c1ccccc1,0.333,0.5,5,3,2.862,603.764,6,5,44,34,0.5,135.79,4,0,0,9.904,JLEPDLWEVFLWTQ-KUFGETKKSA-N
MC-0019,1848,    ,OC(C)[C@H]1C(N[C@H](CC2=CC=CC=C2)C(=O)NC2CCC(C2)C2C=CC=CC=2OCCN[C@@H](C(C)C)C(N1C)=O)=O,CC(C)[C@@H]1NCCOc2ccccc2C2CCC(C2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,64.2,10^6 cm/s,Papp BA,-4.192,Log Papp BA,64.2,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1NCCOc2ccccc2C2CCC(C2)NC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C1=O,0.333,0.5,4,2,2.381,564.727,6,4,41,32,0.531,120.0,4,0,0,10.394,ZZGDCPBDOIQECU-GSBUZMQLSA-N
MC-0020,1876,    ,OC(C)[C@H]1C(N[C@@H](C(NCC#CC2=C(C=CC=C2F)OCCN[C@@H](C(C)2CC2)C(N1C)=O)=O)CC1C=CC=CC=1)=O,CC(O)[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC#Cc2c(F)cccc2OCCN[C@@H](C2(C)CC2)C(=O)N1C,28,10^6 cm/s,Papp BA,-4.553,Log Papp BA,28.0,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,3,0,3,C1#CCNCCNCCNCCNCCOCC1,CCC1NCCOc2cccc(F)c2C#CCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.5,0.5,4,2,1.379,564.658,6,4,41,31,0.452,120.0,4,0,0,9.63,ZRSOAJHTNDDWOB-GUYWFFASSA-N
MC-0021,1903,    ,OC(C)[C@H]1C(=O)N[C@H](CC2C=CC(=CC=2)F)C(NC2CCC(C2)C2C=CC=CC=2OCCN[C@@H](C(C)C)C(N1C)=O)=O,CC(C)[C@@H]1NCCOc2ccccc2C2CCC(C2)NC(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@H](C(C)O)N(C)C1=O,58.9,10^6 cm/s,Papp BA,-4.23,Log Papp BA,58.9,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1NCCOc2ccccc2C2CCC(C2)NC(=O)C(Cc2ccc(F)cc2)NC(=O)C(C)N(C)C1=O,0.333,0.5,4,2,2.52,582.717,6,4,42,32,0.531,120.0,4,0,0,10.562,OJACCSXHGPLFST-QRRILLEESA-N
MC-0022,1918,    ,OC(C)[C@H]1C(=O)N[C@@H](C(=O)NCC#CC2C=CC(=CC=2OCCN[C@@H](C(C)2CC2)C(=O)N1C)F)CC1C=CC=CC=1,CC(O)[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC#Cc2ccc(F)cc2OCCN[C@@H](C2(C)CC2)C(=O)N1C,42.6,10^6 cm/s,Papp BA,-4.371,Log Papp BA,42.6,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,3,0,3,C1#CCNCCNCCNCCNCCOCC1,CCC1NCCOc2cc(F)ccc2C#CCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.5,0.5,4,2,1.379,564.658,6,4,41,31,0.452,120.0,4,0,0,9.63,NETIVXYPBDAWHQ-GUYWFFASSA-N
MC-0023,1929,    ,OC([C@H]1C(=O)N[C@@H](C(=O)NCC#CC2C(=CC=CC=2OCCN[C@@H](C(C)C)C(=O)N1C)F)CC1C=CC=CC=1)C,CC(C)[C@@H]1NCCOc2cccc(F)c2C#CCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,36.9,10^6 cm/s,Papp BA,-4.433,Log Papp BA,36.9,Caco-2,Papp BA Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1#CCNCCNCCNCCNCCOCC1,CC1NCCOc2ccccc2C#CCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C1=O,0.333,0.5,3,2,1.235,552.647,6,4,40,30,0.433,120.0,4,0,0,11.051,UOGZMOLDAFCXPV-WKBUYWNLSA-N
MC-0024,801,    ,O=C1[C@@H](C)N(C([C@H](C2CCCCC2)NC[C@H]2CCC3C(=C(CCCNC([C@@H](CC(C)C)N1)=O)C=CC=3)O2)=O)C,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C2CCCCC2)NC[C@H]2CCc3cccc(c3O2)CCCNC1=O,110,10^-6 cm/s,Papp BA,-3.959,Log Papp BA,110.0,Caco-2,Papp B to A,https://patentimages.storage.googleapis.com/2a/a0/d3/ac820476e213f6/WO2008130464A1.pdf,Patents,WO2008130464A1,"(Hoveyda et al., 2008)",2008,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CCCCC1NCC2CCc3cccc(c3O2)CCCNC(=O)C(C)NC(=O)C(C)N(C)C1=O,0.333,0.5,4,1,3.359,540.749,5,3,39,31,0.71,99.77,3,0,0,10.275,VZFTWTOTRKHOGV-YFVWJHKLSA-N
MC-0025,803,    ,O=C1[C@@H](C)N(C)C([C@H](C2CC2)NC[C@H]2CCC3=CC=CC(CCCNC([C@H](N1)CC1C=CC(=CC=1)O)=O)=C3O2)=O,C[C@@H]1C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)NCCCc2cccc3c2O[C@H](CC3)CN[C@@H](C2CC2)C(=O)N1C,67.3,10^-6 cm/s,Papp BA,-4.172,Log Papp BA,67.3,Caco-2,Papp B to A,https://patentimages.storage.googleapis.com/2a/a0/d3/ac820476e213f6/WO2008130464A1.pdf,Patents,WO2008130464A1,"(Hoveyda et al., 2008)",2008,18,3,0,3,C1CCNCCNCCNCCNCCOCC1,CC1CNC(C)C(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NCCCc2ccccc2O1,0.5,0.5,5,2,2.091,548.684,6,4,40,31,0.516,120.0,3,0,0,8.589,NDVNCRZWJNHRTA-LBHSSTRISA-N
MC-0026,825,    ,O=C1[C@@H](C)N(C)C([C@H](C2CC2)NC[C@@H](C)OC2C(CCCNC([C@@H](CC(C)C)N1)=O)CCCC2)=O,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C2CC2)NC[C@@H](C)OC2CCCCC2CCCNC1=O,123,10^-6 cm/s,Papp BA,-3.91,Log Papp BA,123.0,Caco-2,Papp B to A,https://patentimages.storage.googleapis.com/2a/a0/d3/ac820476e213f6/WO2008130464A1.pdf,Patents,WO2008130464A1,"(Hoveyda et al., 2008)",2008,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1CNC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NCCCC2CCCCC2O1,0.333,0.5,3,0,2.606,492.705,5,3,35,27,0.889,99.77,3,0,0,10.399,CRGDXAUKARSYMB-ZJIMKDCKSA-N
MC-0027,826,    ,O=C1[C@@H](C)N(C)C([C@H](C2CC2)NC[C@@H](C)OC2CCCCC2CCCNC([C@@H](CC2C=CC(=CC=2)O)N1)=O)=O,C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)NCCCC2CCCCC2O1,46.9,10^-6 cm/s,Papp BA,-4.329,Log Papp BA,46.9,Caco-2,Papp B to A,https://patentimages.storage.googleapis.com/2a/a0/d3/ac820476e213f6/WO2008130464A1.pdf,Patents,WO2008130464A1,"(Hoveyda et al., 2008)",2008,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1CNC(C)C(=O)N(C)C(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NCCCC2CCCCC2O1,0.333,0.5,4,1,2.509,542.721,6,4,39,30,0.7,120.0,3,0,0,10.241,ZQSZBJYHBIQWDK-GWPGQKNJSA-N
MC-0033,1,    ,S(C)(CC1=CC2=CC(=C1)NC1N=C(C(=CN=1)F)C1C=CC(=CC=1OCCCCO2)F)(=N)=O,CS(=N)(=O)Cc1cc2cc(c1)OCCCCOc1cc(F)ccc1-c1nc(ncc1F)N2,196.6,nm/s,Papp BA,-4.706,Log Papp BA,196.6,Caco-2,Papp B-A (Mari),https://patentimages.storage.googleapis.com/f4/9e/72/7597d53070898d/WO2015155197A1.pdf,Patents,WO2015155197A1,"(Lücking et al., 2015)",2015,15,0,0,0,C1=CNC=NCCCOCCCCOC1,CC=C1N=CNc2cc(C)cc(c2)OCCCCOc2ccccc21,0.0,0.0,4,3,4.893,460.506,7,2,32,22,0.273,97.19,2,0,0,6.222,ZEZIPBFAGNLJGF-UHFFFAOYSA-N
MC-0034,5,    ,CS(CC1C=C2N=C(C=1)OCCCOC1C=C(C=CC=1C1C(=CN=C(C=1)N2)F)F)(=O)=N,CS(=N)(=O)Cc1cc2nc(c1)OCCCOc1cc(F)ccc1-c1cc(ncc1F)N2,43,nm/s,Papp BA,-5.367,Log Papp BA,43.0,Caco-2,Papp B-A (Mari),https://patentimages.storage.googleapis.com/f4/9e/72/7597d53070898d/WO2015155197A1.pdf,Patents,WO2015155197A1,"(Lücking et al., 2015)",2015,14,0,0,0,C1=CCNC=NCOCCCOCC1,C=CC1=CCNc2cc(C)cc(n2)OCCCOc2ccccc21,0.0,0.0,4,3,4.503,446.479,7,2,31,21,0.238,97.19,2,0,0,5.727,HYVNMODPQPIYNR-UHFFFAOYSA-N
MC-0035,8,    ,CS(CC1=CC2OCCCOC3C=C(C=CC=3C3C(=CN=C(C=3)NC(=C1)N=2)F)F)(=O)=O,CS(=O)(=O)Cc1cc2nc(c1)OCCCOc1cc(F)ccc1-c1cc(ncc1F)N2,55,nm/s,Papp BA,-5.26,Log Papp BA,55.0,Caco-2,Papp B-A (Mari),https://patentimages.storage.googleapis.com/f4/9e/72/7597d53070898d/WO2015155197A1.pdf,Patents,WO2015155197A1,"(Lücking et al., 2015)",2015,14,0,0,0,C1=CCNC=NCOCCCOCC1,C=CC1=CCNc2cc(C)cc(n2)OCCCOc2ccccc21,0.0,0.0,4,3,3.871,447.463,7,1,31,21,0.238,90.41,2,0,0,5.727,HZLSEZBRUMBDPL-UHFFFAOYSA-N
